PairName,SeqType,NumMatches,Inliers,TimeMS,H_Error,MMA@3,MMA@5,MMA@7,MHA_Acc@3,MHA_Acc@5,MHA_Acc@7,AUC@1,AUC@3,AUC@5,AUC@10
i_bologna_1_6,illumination,878,871,23.05,0.4089,0.9920,0.9932,0.9932,1,1,1,0.5911,0.8637,0.9182,0.9591
i_books_1_2,illumination,2125,2098,34.87,0.1470,0.9878,0.9934,0.9972,1,1,1,0.8530,0.9510,0.9706,0.9853
i_books_1_3,illumination,2166,2112,33.45,0.1689,0.9755,0.9843,0.9922,1,1,1,0.8311,0.9437,0.9662,0.9831
i_books_1_4,illumination,2146,2107,32.44,0.0916,0.9818,0.9916,0.9958,1,1,1,0.9084,0.9695,0.9817,0.9908
i_books_1_5,illumination,2139,2111,32.38,0.0906,0.9869,0.9921,0.9958,1,1,1,0.9094,0.9698,0.9819,0.9909
i_books_1_6,illumination,2151,2071,32.07,0.1119,0.9642,0.9814,0.9884,1,1,1,0.8881,0.9627,0.9776,0.9888
i_boutique_1_2,illumination,2183,2152,34.91,0.0956,0.9863,0.9931,0.9968,1,1,1,0.9044,0.9681,0.9809,0.9904
i_boutique_1_3,illumination,2159,2131,33.33,0.1287,0.9861,0.9940,0.9986,1,1,1,0.8713,0.9571,0.9743,0.9871
i_boutique_1_4,illumination,2204,2149,32.31,0.1912,0.9732,0.9859,0.9909,1,1,1,0.8088,0.9363,0.9618,0.9809
i_boutique_1_5,illumination,2164,2086,32.29,0.1886,0.9621,0.9903,0.9940,1,1,1,0.8114,0.9371,0.9623,0.9811
i_boutique_1_6,illumination,2116,2033,34.41,0.2972,0.9603,0.9820,0.9901,1,1,1,0.7028,0.9009,0.9406,0.9703
i_bridger_1_2,illumination,1565,1553,32.88,0.1804,0.9911,0.9962,0.9981,1,1,1,0.8196,0.9399,0.9639,0.9820
i_bridger_1_3,illumination,1535,1506,26.14,0.2066,0.9805,0.9909,0.9941,1,1,1,0.7934,0.9311,0.9587,0.9793
i_bridger_1_4,illumination,1542,1518,23.93,0.1402,0.9844,0.9903,0.9961,1,1,1,0.8598,0.9533,0.9720,0.9860
i_bridger_1_5,illumination,1540,1501,23.28,0.1925,0.9734,0.9896,0.9935,1,1,1,0.8075,0.9358,0.9615,0.9808
i_bridger_1_6,illumination,1197,1051,25.06,0.4964,0.8739,0.9365,0.9649,1,1,1,0.5036,0.8345,0.9007,0.9504
i_brooklyn_1_2,illumination,1547,1452,28.86,0.2779,0.9405,0.9638,0.9716,1,1,1,0.7221,0.9074,0.9444,0.9722
i_brooklyn_1_3,illumination,1564,1499,28.53,1.1159,0.9508,0.9763,0.9898,1,1,1,0.0000,0.6280,0.7768,0.8884
i_brooklyn_1_4,illumination,1514,1425,26.39,1.0721,0.9412,0.9703,0.9868,1,1,1,0.0000,0.6426,0.7856,0.8928
i_brooklyn_1_5,illumination,1515,1442,28.14,1.1444,0.9492,0.9696,0.9861,1,1,1,0.0000,0.6185,0.7711,0.8856
i_brooklyn_1_6,illumination,1527,1436,26.50,1.1585,0.9365,0.9633,0.9758,1,1,1,0.0000,0.6138,0.7683,0.8841
i_castle_1_2,illumination,1384,1361,32.05,0.3598,0.9834,0.9899,0.9942,1,1,1,0.6402,0.8801,0.9280,0.9640
i_castle_1_3,illumination,1397,1381,31.71,0.1466,0.9885,0.9921,0.9943,1,1,1,0.8534,0.9511,0.9707,0.9853
i_castle_1_4,illumination,1399,1374,32.95,0.7342,0.9786,0.9857,0.9907,1,1,1,0.2658,0.7553,0.8532,0.9266
i_castle_1_5,illumination,1358,1327,30.03,0.3818,0.9764,0.9912,0.9934,1,1,1,0.6182,0.8727,0.9236,0.9618
i_castle_1_6,illumination,1329,1273,29.94,0.4951,0.9571,0.9767,0.9857,1,1,1,0.5049,0.8350,0.9010,0.9505
