timestamp,total_kpts0,total_kpts1,matched_kpts,inliers,fps,gpu_usage_%,gpu_memory_mb,cpu_usage_%,memory_mb
2026-01-20 17:41:48.988,1282,1282,1282,1282,4.129995834855466,0,9.47119140625,0.0,1422.39453125
2026-01-20 17:41:49.052,1282,1504,979,652,16.826497445719024,0,9.47119140625,156.9,1457.0546875
2026-01-20 17:41:49.108,1282,1504,979,652,25.85274876998433,0,9.47119140625,141.0,1461.01171875
2026-01-20 17:41:49.169,1282,1663,976,625,32.353144801306804,0,9.47119140625,116.0,1457.25390625
2026-01-20 17:41:49.229,1282,1734,993,615,37.31022887997367,0,9.47119140625,149.2,1463.73046875
2026-01-20 17:41:49.288,1282,1922,1033,605,41.34631424188427,0,9.47119140625,119.1,1453.93359375
2026-01-20 17:41:49.348,1282,1922,1033,605,44.52911275219657,0,9.47119140625,149.3,1453.859375
2026-01-20 17:41:49.405,1282,2048,1000,584,47.366449463833646,39,9.47119140625,139.8,1453.42578125
2026-01-20 17:41:49.463,1282,2048,993,571,76.32580543607556,39,9.47119140625,138.9,1457.1328125
2026-01-20 17:41:49.523,1282,2048,993,571,76.0165433647116,39,9.47119140625,132.2,1453.94140625
2026-01-20 17:41:49.581,1282,2048,951,498,76.25498906133531,39,9.47119140625,139.1,1454.171875
2026-01-20 17:41:49.639,1282,2048,953,504,76.7169804648656,39,9.47119140625,155.4,1460.8359375
2026-01-20 17:41:49.698,1282,2048,953,504,76.88023999657845,39,9.47119140625,135.0,1457.81640625
2026-01-20 17:41:49.753,1282,2048,951,468,77.38787198161818,39,9.47119140625,145.2,1467.9375
2026-01-20 17:41:49.813,1282,1637,937,514,77.34486968131208,39,9.47119140625,151.0,1461.5859375
2026-01-20 17:41:49.863,1282,1637,937,514,76.1283476166996,39,9.47119140625,120.0,1461.39453125
2026-01-20 17:41:49.923,1282,1773,936,546,75.67207775220544,39,9.47119140625,133.4,1454.44921875
2026-01-20 17:41:49.980,1282,1769,964,541,76.17457254039708,39,9.47119140625,139.0,1461.49609375
2026-01-20 17:41:50.038,1282,1769,964,541,76.1547023118921,39,9.47119140625,157.3,1454.0625
2026-01-20 17:41:50.095,1282,1640,947,542,76.22436276823039,39,9.47119140625,138.1,1454.03125
2026-01-20 17:41:50.153,1282,2048,991,543,76.48531037765152,39,9.47119140625,155.5,1454.26953125
2026-01-20 17:41:50.211,1282,2048,991,543,75.47648953590901,39,9.47119140625,137.8,1461.12109375
2026-01-20 17:41:50.269,1282,1935,957,541,76.98400229063117,39,9.47119140625,138.3,1457.44921875
2026-01-20 17:41:50.327,1282,1611,950,575,77.43983338903034,39,9.47119140625,137.8,1464.34765625
2026-01-20 17:41:50.385,1282,1611,950,575,77.4778841979847,39,9.47119140625,120.2,1461.47265625
2026-01-20 17:41:50.442,1282,1463,915,569,77.72526462478133,37,9.47119140625,158.8,1461.2578125
2026-01-20 17:41:50.498,1282,1528,918,578,78.33500073149702,37,9.47119140625,144.5,1461.2265625
2026-01-20 17:41:50.555,1282,1528,918,578,78.25914325447864,37,9.47119140625,122.2,1467.63671875
2026-01-20 17:41:50.613,1282,2048,985,544,78.45476146979473,37,9.47119140625,120.0,1454.3046875
2026-01-20 17:41:50.666,1282,2048,985,544,76.33960471545811,37,9.47119140625,170.0,1460.9609375
2026-01-20 17:41:50.724,1282,2048,978,551,76.36550340409366,37,9.47119140625,138.1,1461.20703125
2026-01-20 17:41:50.781,1282,1705,969,589,76.67710322688367,37,9.47119140625,139.4,1460.95703125
2026-01-20 17:41:50.836,1282,1705,969,589,77.34410900905664,37,9.47119140625,163.9,1464.78515625
2026-01-20 17:41:50.894,1282,1674,959,583,76.82818221283564,37,9.47119140625,121.9,1464.76171875
2026-01-20 17:41:50.951,1282,2048,991,555,76.69631205371157,37,9.47119140625,138.7,1461.48046875
2026-01-20 17:41:51.010,1282,2048,991,555,76.37672080996431,37,9.47119140625,137.1,1457.80078125
2026-01-20 17:41:51.072,1282,2048,1003,592,75.40895696631294,37,9.47119140625,128.1,1467.7578125
2026-01-20 17:41:51.127,1282,1731,987,645,75.27600997864283,37,9.47119140625,145.6,1457.94140625
2026-01-20 17:41:51.188,1282,1731,987,645,74.6962944846169,37,9.47119140625,164.6,1458.16015625
2026-01-20 17:41:51.247,1282,1597,976,615,74.11496116049656,37,9.47119140625,151.5,1454.92578125
