timestamp,total_kpts0,total_kpts1,matched_kpts,inliers,fps,gpu_usage_%,gpu_memory_mb,cpu_usage_%,memory_mb
2026-01-20 17:41:34.099,946,946,946,946,4.053246952795755,0,8.78759765625,0.0,1418.21484375
2026-01-20 17:41:34.160,946,1091,724,538,16.70937593370914,0,8.78759765625,147.0,1453.71875
2026-01-20 17:41:34.215,946,1258,722,504,25.802139154399704,0,8.78759765625,144.7,1460.8046875
2026-01-20 17:41:34.271,946,1465,752,507,32.70277133529937,0,8.78759765625,144.3,1450.234375
2026-01-20 17:41:34.328,946,1465,752,507,37.97686975843949,0,8.78759765625,122.7,1454.078125
2026-01-20 17:41:34.384,946,1753,770,498,42.231217786131076,0,8.78759765625,160.8,1461.2421875
2026-01-20 17:41:34.442,946,1879,754,491,45.570011933827665,43,8.78759765625,137.8,1450.43359375
2026-01-20 17:41:34.495,946,1879,754,491,48.680759234490054,43,8.78759765625,149.5,1461.69140625
2026-01-20 17:41:34.549,946,2048,745,448,81.5225246179273,43,8.78759765625,131.1,1468.47265625
2026-01-20 17:41:34.601,946,2048,745,448,82.27846843147358,43,8.78759765625,152.2,1461.828125
2026-01-20 17:41:34.652,946,2048,742,425,83.4036178718175,43,8.78759765625,139.3,1461.5390625
2026-01-20 17:41:34.707,946,1727,732,455,83.54737892583466,43,8.78759765625,144.1,1457.921875
2026-01-20 17:41:34.764,946,1727,732,455,83.30466894719454,43,8.78759765625,156.7,1450.953125
2026-01-20 17:41:34.822,946,1469,720,472,83.2104114589533,43,8.78759765625,156.9,1450.65234375
2026-01-20 17:41:34.874,946,1469,720,472,83.9460174564639,43,8.78759765625,134.4,1460.97265625
2026-01-20 17:41:34.930,946,1938,757,478,83.52164721266209,43,8.78759765625,159.1,1453.9296875
2026-01-20 17:41:34.988,946,1500,746,509,82.41238178885176,43,8.78759765625,139.7,1458.1171875
2026-01-20 17:41:35.043,946,1500,746,509,81.38064132248509,43,8.78759765625,162.3,1458.0078125
2026-01-20 17:41:35.098,946,1448,748,521,81.42477199221919,43,8.78759765625,128.1,1461.625
2026-01-20 17:41:35.152,946,2048,747,471,80.98320984857456,43,8.78759765625,128.3,1454.06640625
2026-01-20 17:41:35.205,946,2048,747,471,82.09364730474813,43,8.78759765625,170.4,1447.3671875
2026-01-20 17:41:35.259,946,2048,755,462,82.6905945116141,43,8.78759765625,130.4,1454.69140625
2026-01-20 17:41:35.313,946,2048,755,462,82.58373450682733,43,8.78759765625,148.7,1457.58984375
2026-01-20 17:41:35.366,946,1823,776,512,83.44294234750652,43,8.78759765625,130.3,1450.33984375
2026-01-20 17:41:35.420,946,1659,767,513,83.78235744148743,38,8.78759765625,148.8,1464.40234375
2026-01-20 17:41:35.475,946,1659,767,513,83.8845700777386,38,8.78759765625,145.4,1461.21484375
2026-01-20 17:41:35.530,946,2048,747,483,83.85723311180955,38,8.78759765625,146.5,1460.99609375
2026-01-20 17:41:35.583,946,2048,776,485,84.16213179227867,38,8.78759765625,132.7,1461.23046875
2026-01-20 17:41:35.636,946,2048,776,485,84.20014654661888,38,8.78759765625,168.0,1460.71484375
2026-01-20 17:41:35.690,946,1830,789,536,84.12617610660826,38,8.78759765625,129.5,1460.9453125
2026-01-20 17:41:35.746,946,1830,789,536,83.9153384813505,38,8.78759765625,161.6,1461.56640625
2026-01-20 17:41:35.802,946,1772,771,560,83.18554678203292,38,8.78759765625,160.0,1460.96484375
2026-01-20 17:41:35.859,946,2048,782,535,82.77866699296807,38,8.78759765625,140.1,1461.38671875
2026-01-20 17:41:35.915,946,2048,782,535,82.4574767298301,38,8.78759765625,160.5,1461.984375
2026-01-20 17:41:35.970,946,2048,735,467,82.01525730405628,38,8.78759765625,145.8,1454.9453125
2026-01-20 17:41:36.024,946,2048,773,516,81.97838825309172,38,8.78759765625,130.8,1454.53515625
2026-01-20 17:41:36.079,946,2048,773,516,81.62003574104286,38,8.78759765625,163.0,1458.3125
2026-01-20 17:41:36.133,946,2022,779,520,81.61008358233349,38,8.78759765625,110.3,1461.7109375
2026-01-20 17:41:36.194,946,2022,779,520,80.6388089238428,38,8.78759765625,147.4,1454.7109375
2026-01-20 17:41:36.255,946,2016,792,543,79.99832156841802,38,8.78759765625,132.9,1458.25390625
2026-01-20 17:41:36.308,946,2048,758,518,80.38642997553828,38,8.78759765625,150.1,1460.90625
2026-01-20 17:41:36.363,946,2048,793,561,80.58644129887064,38,8.78759765625,127.4,1464.84375
2026-01-20 17:41:36.419,946,2048,793,561,79.76357917397242,38,8.78759765625,123.7,1458.04296875
2026-01-20 17:41:36.475,946,2048,778,543,79.89688194888036,38,8.78759765625,144.7,1458.171875
2026-01-20 17:41:36.529,946,2048,778,543,79.93042961238902,38,8.78759765625,129.8,1461.43359375
2026-01-20 17:41:36.587,946,2048,748,476,79.39201556682434,38,8.78759765625,138.1,1460.93359375
2026-01-20 17:41:36.640,946,2048,775,534,82.40374647261953,38,8.78759765625,131.3,1462.14453125
2026-01-20 17:41:36.697,946,2048,775,534,81.78103613001345,38,8.78759765625,158.3,1461.8515625
2026-01-20 17:41:36.749,946,2048,781,542,81.99184962864594,38,8.78759765625,132.7,1461.83984375
2026-01-20 17:41:36.806,946,2048,748,482,81.89558061463444,38,8.78759765625,160.2,1447.4765625
2026-01-20 17:41:36.867,946,2048,748,482,80.45705399669679,38,8.78759765625,129.6,1461.515625
2026-01-20 17:41:36.926,946,2048,784,530,79.73780065854011,38,8.78759765625,137.0,1461.67578125
2026-01-20 17:41:36.982,946,2048,794,563,79.38174793737232,38,8.78759765625,142.2,1458.14453125
2026-01-20 17:41:37.037,946,2048,794,563,79.8093644572792,38,8.78759765625,127.8,1454.59765625
2026-01-20 17:41:37.092,946,2048,788,545,80.18081751488067,38,8.78759765625,144.6,1464.48046875
2026-01-20 17:41:37.146,946,2048,739,478,80.02431972810747,38,8.78759765625,148.1,1461.7578125
2026-01-20 17:41:37.201,946,2048,739,478,80.03638331990162,38,8.78759765625,128.8,1454.625
2026-01-20 17:41:37.253,946,2048,753,487,81.34691732268958,38,8.78759765625,152.2,1454.609375
2026-01-20 17:41:37.305,946,2048,753,487,83.64067825001446,38,8.78759765625,133.8,1461.4765625
2026-01-20 17:41:37.362,946,2048,771,527,83.40898063079187,38,8.78759765625,105.8,1461.4765625
2026-01-20 17:41:37.416,946,2048,735,504,83.81199020066262,37,8.78759765625,147.3,1460.22265625
2026-01-20 17:41:37.473,946,2048,735,504,83.69586719249386,37,8.78759765625,106.5,1454.42578125
2026-01-20 17:41:37.528,946,2048,754,494,83.59383594952047,37,8.78759765625,145.5,1454.390625
2026-01-20 17:41:37.583,946,2048,792,539,83.06034938002999,37,8.78759765625,144.4,1450.94921875
2026-01-20 17:41:37.643,946,2048,792,539,81.70822886775876,37,8.78759765625,134.5,1461.1015625
2026-01-20 17:41:37.698,946,2048,788,579,81.21948196802578,37,8.78759765625,145.0,1457.9765625
2026-01-20 17:41:37.761,946,2048,792,567,79.2588430634957,37,8.78759765625,158.4,1450.63671875
2026-01-20 17:41:37.816,946,2048,792,567,79.1610119695458,37,8.78759765625,126.2,1446.9140625
2026-01-20 17:41:37.872,946,2048,802,579,78.9915031592428,37,8.78759765625,161.7,1465.21875
2026-01-20 17:41:37.930,946,2048,796,561,78.78146146487086,37,8.78759765625,138.9,1447.34765625
2026-01-20 17:41:37.986,946,2048,796,561,78.477122788898,37,8.78759765625,160.1,1447.17578125
2026-01-20 17:41:38.041,946,2048,794,571,79.30485027898385,37,8.78759765625,144.6,1464.47265625
2026-01-20 17:41:38.095,946,2048,796,577,79.4631604872781,37,8.78759765625,129.0,1454.78125
2026-01-20 17:41:38.151,946,2048,796,577,79.90291946468543,37,8.78759765625,125.3,1454.3359375
2026-01-20 17:41:38.208,946,2048,804,590,80.9880052211658,37,8.78759765625,141.9,1460.78125
2026-01-20 17:41:38.264,946,2048,804,590,80.70257848561832,37,8.78759765625,158.5,1464.71875
2026-01-20 17:41:38.323,946,2048,807,602,80.6903649913076,37,8.78759765625,119.9,1454.49609375
2026-01-20 17:41:38.379,946,2048,786,587,80.43421869336788,37,8.78759765625,160.0,1461.3359375
2026-01-20 17:41:38.435,946,2048,786,587,80.57735877571251,37,8.78759765625,125.0,1450.23046875
2026-01-20 17:41:38.493,946,2048,792,586,79.84121746810898,37,8.78759765625,156.6,1451.04296875
2026-01-20 17:41:38.549,946,2048,782,578,79.48670295593047,37,8.78759765625,141.3,1451.54296875
2026-01-20 17:41:38.611,946,2048,782,578,78.28991675066264,37,8.78759765625,144.6,1461.05859375
2026-01-20 17:41:38.666,946,2048,801,603,78.55884743756391,37,8.78759765625,129.0,1454.91015625
2026-01-20 17:41:38.722,946,2048,802,594,78.78323720413034,37,8.78759765625,158.8,1461.64453125
2026-01-20 17:41:38.779,946,2048,784,578,79.27657024842854,37,8.78759765625,177.5,1461.0546875
2026-01-20 17:41:38.841,946,2048,784,578,77.61044747673304,37,8.78759765625,127.9,1454.4921875
2026-01-20 17:41:38.896,946,2048,794,578,78.1254237540699,37,8.78759765625,145.6,1461.6875
2026-01-20 17:41:38.952,946,2048,790,593,78.50390463421466,37,8.78759765625,143.6,1457.76171875
2026-01-20 17:41:39.005,946,2048,790,593,79.0166524536591,37,8.78759765625,131.8,1464.98046875
2026-01-20 17:41:39.060,946,2048,764,560,80.58644129887064,37,8.78759765625,145.7,1461.46484375
2026-01-20 17:41:39.115,946,2048,764,560,80.49539913407507,37,8.78759765625,144.7,1461.453125
2026-01-20 17:41:39.172,946,2048,780,555,80.88237808581961,37,8.78759765625,123.0,1458.1015625
2026-01-20 17:41:39.228,946,2048,778,583,81.5802945547058,37,8.78759765625,142.0,1461.453125
2026-01-20 17:41:39.283,946,2048,778,583,81.90938804152327,37,8.78759765625,145.3,1454.2578125
2026-01-20 17:41:39.339,946,2048,774,578,81.95884507761491,37,8.78759765625,143.7,1461.72265625
2026-01-20 17:41:39.396,946,2048,782,581,81.30738905369891,37,8.78759765625,123.1,1451.54296875
2026-01-20 17:41:39.452,946,2048,782,581,80.9142610212129,37,8.78759765625,143.0,1461.65234375
2026-01-20 17:41:39.507,946,2048,777,577,80.9886307464162,37,8.78759765625,146.2,1454.62109375
2026-01-20 17:41:39.558,946,2048,777,577,79.26064038862741,37,8.78759765625,137.6,1461.76953125
2026-01-20 17:41:39.613,946,2048,797,597,79.29525479206197,37,8.78759765625,143.4,1447.58203125
2026-01-20 17:41:39.667,946,2048,791,576,79.67877507986614,37,8.78759765625,166.7,1458.6015625
2026-01-20 17:41:39.725,946,2048,791,576,79.08876633735306,37,8.78759765625,138.1,1461.203125
2026-01-20 17:41:39.780,946,2048,796,560,79.39201556682434,37,8.78759765625,145.9,1458.41796875
2026-01-20 17:41:39.841,946,2048,793,580,78.50831290489029,37,8.78759765625,131.8,1457.796875
2026-01-20 17:41:39.900,946,2048,793,580,77.69176719597627,37,8.78759765625,151.9,1454.8203125
2026-01-20 17:41:39.956,946,2048,793,566,77.66879640608788,37,8.78759765625,143.5,1457.70703125
2026-01-20 17:41:40.012,946,2048,785,589,79.44314279599138,37,8.78759765625,142.8,1464.98046875
2026-01-20 17:41:40.066,946,2048,785,589,79.56777757542646,37,8.78759765625,129.1,1454.5234375
2026-01-20 17:41:40.122,946,2048,785,585,79.72309920567791,37,8.78759765625,141.9,1454.578125
2026-01-20 17:41:40.181,946,2048,788,577,78.85018172703346,37,8.78759765625,137.5,1447.26171875
2026-01-20 17:41:40.236,946,2048,788,577,78.97876101084483,37,8.78759765625,126.6,1461.73046875
2026-01-20 17:41:40.298,946,2048,782,568,78.98480930022347,37,8.78759765625,144.0,1457.96484375
2026-01-20 17:41:40.357,946,2048,782,563,78.77268259701886,37,8.78759765625,136.8,1447.796875
